"DateEx","Location","Program","Observers","SongbirdNets","NonSongbirdNets","JTrap","OtherTrap","Heliogoland","VisibleMigration","CoverageCode"
5/10/2016 0:00:00,"MBO","SMMP2016",13.8,80.00,0,0,0,,0,5
5/11/2016 0:00:00,"MBO","SMMP2016",12.8,80.00,0,0,0,,0,5
5/12/2016 0:00:00,"MBO","SMMP2016",16,80.00,0,0,0,,0,5
5/13/2016 0:00:00,"MBO","SMMP2016",17,80.00,0,0,0,,0,5
5/14/2016 0:00:00,"MBO","SMMP2016",22.2,80.00,0,0,0,,0,5
5/15/2016 0:00:00,"MBO","SMMP2016",18.8,78.00,0,0,0,,0,5
5/16/2016 0:00:00,"MBO","SMMP2016",12.8,40.00,0,0,0,,0,4
5/17/2016 0:00:00,"MBO","SMMP2016",14.3,80.00,0,0,0,,0,5
5/18/2016 0:00:00,"MBO","SMMP2016",26,80.00,0,0,0,,0,5
5/19/2016 0:00:00,"MBO","SMMP2016",16.8,80.00,0,0,0,,0,5
5/20/2016 0:00:00,"MBO","SMMP2016",14.5,80.00,0,0,0,,0,5
5/21/2016 0:00:00,"MBO","SMMP2016",19.8,80.00,0,0,0,,0,5
5/22/2016 0:00:00,"MBO","SMMP2016",18.5,80.00,0,0,0,,0,5
5/23/2016 0:00:00,"MBO","SMMP2016",17,80.00,0,0,0,,0,5
5/24/2016 0:00:00,"MBO","SMMP2016",11.2,80.00,0,0,0,,0,5
5/25/2016 0:00:00,"MBO","SMMP2016",15.8,80.00,0,0,0,,0,5
5/26/2016 0:00:00,"MBO","SMMP2016",23.2,80.00,,,,,,5
5/27/2016 0:00:00,"MBO","SMMP2016",13.2,80.00,0,0,0,,0,5
5/28/2016 0:00:00,"MBO","SMMP2016",18,80.00,0,0,0,,0,5
5/29/2016 0:00:00,"MBO","SMMP2016",18,64.00,0,0,0,,0,4.5
5/30/2016 0:00:00,"MBO","SMMP2016",16,72.00,0,0,0,,0,4.5
5/31/2016 0:00:00,"MBO","SMMP2016",17,80.00,0,0,0,,0,5
6/1/2016 0:00:00,"MBO","SMMP2016",17.5,80.00,0,0,0,,0,5
6/2/2016 0:00:00,"MBO","SMMP2016",,,,,,,,1
6/3/2016 0:00:00,"MBO","SMMP2016",,,,,,,,1
6/4/2016 0:00:00,"MBO","SMMP2016",,,,,,,,1
6/5/2016 0:00:00,"MBO","SMMP2016",,,,,,,,1
6/6/2016 0:00:00,"MBO","MAPS2016",,49.50,,,,0,,
6/8/2016 0:00:00,"NICH","NICHOIR",,0.00,,,,0,,
6/10/2016 0:00:00,"NICH","NICHOIR",,0.00,,,,0,,
6/11/2016 0:00:00,"MBO","MAPS2016",,45.00,,,,0,,
6/15/2016 0:00:00,"MBO","MAPS2016",,0.00,,,,,,
6/21/2016 0:00:00,"MBO","NEST2016",0,0.00,0,0,0,,0,0
6/22/2016 0:00:00,"MBO","NEST2016",0,0.00,0,0,0,,0,0
6/24/2016 0:00:00,"MBO","MAPS2016",,54.00,,,,0,,
6/24/2016 0:00:00,"MBO","NEST2016",0,0.00,0,0,0,,0,0
6/30/2016 0:00:00,"MBO","NEST2016",0,0.00,0,0,0,,0,0
7/1/2016 0:00:00,"MRC","NEST2016",,0.00,,,,0,,
7/2/2016 0:00:00,"STON","NEST2016",,0.00,,,,0,,
7/3/2016 0:00:00,"MBO","MAPS2016",,54.00,,,,0,,
7/7/2016 0:00:00,"NICH","NICHOIR",,0.00,,,,0,,
7/13/2016 0:00:00,"MRC","NEST2016",,0.00,,,,0,,
7/15/2016 0:00:00,"COOK","NEST2016",,0.00,,,,0,,
7/17/2016 0:00:00,"MBO","MAPS2016",,54.00,,,,0,,
7/20/2016 0:00:00,"MRC","NEST2016",,0.00,,,,0,,
7/22/2016 0:00:00,"NICH","NICHOIR",,0.00,,,,0,,
7/23/2016 0:00:00,"BUPM","NEST2016",,0.00,,,,0,,
7/24/2016 0:00:00,"MBO","MAPS2016",,54.00,,,,0,,
7/30/2016 0:00:00,"MBO","MAPS2016",,54.00,,,,0,,
8/1/2016 0:00:00,"MBO","FMMP2016",16.5,80.00,,,,0,,5
8/2/2016 0:00:00,"MBO","FMMP2016",17.5,80.00,,,,0,,5
8/3/2016 0:00:00,"MBO","FMMP2016",9,80.00,,,,0,,5
8/4/2016 0:00:00,"MBO","FMMP2016",12.2,80.00,,,,0,,5
8/5/2016 0:00:00,"MBO","FMMP2016",15,80.00,,,,0,,5
8/6/2016 0:00:00,"MBO","FMMP2016",19.2,80.00,,,,0,,5
8/7/2016 0:00:00,"MBO","FMMP2016",20,80.00,,,,0,,5
8/7/2016 0:00:00,"MRC","NEST2016",,0.00,,,,0,,
8/8/2016 0:00:00,"MBO","FMMP2016",19,80.00,,,,0,,5
8/9/2016 0:00:00,"MBO","FMMP2016",10.5,80.00,,,,0,,5
8/10/2016 0:00:00,"MBO","FMMP2016",11,75.92,,,,0,,5
8/10/2016 0:00:00,"NICH","NICHOIR",,0.00,,,,0,,
8/11/2016 0:00:00,"MBO","FMMP2016",11.5,80.00,,,,0,,5
8/12/2016 0:00:00,"MBO","FMMP2016",11.5,16.00,,,,0,,3.5
8/13/2016 0:00:00,"MBO","FMMP2016",1.5,0.00,,,,,,1.5
8/14/2016 0:00:00,"MBO","FMMP2016",13.8,56.00,,,,0,,4.5
8/15/2016 0:00:00,"MBO","FMMP2016",14.5,80.00,,,,0,,5
8/16/2016 0:00:00,"MBO","FMMP2016",13.8,80.00,,,,0,,5
8/17/2016 0:00:00,"MBO","FMMP2016",23.2,80.00,,,,0,,5
8/18/2016 0:00:00,"MBO","FMMP2016",14.5,80.00,,,,0,,5
8/19/2016 0:00:00,"MBO","FMMP2016",10.5,80.00,,,,0,,5
8/20/2016 0:00:00,"MBO","FMMP2016",20.5,80.00,,,,0,,5
8/21/2016 0:00:00,"MBO","FMMP2016",14.8,80.00,,,,0,,5
8/22/2016 0:00:00,"MBO","FMMP2016",21.5,80.00,,,,0,,5
8/22/2016 0:00:00,"NICH","NICHOIR",,0.00,,,,0,,
8/23/2016 0:00:00,"MBO","FMMP2016",15.2,80.00,,,,0,,5
8/24/2016 0:00:00,"MBO","FMMP2016",12.8,80.00,,,,0,,5
8/25/2016 0:00:00,"MBO","FMMP2016",17.8,80.00,,,,0,,5
8/26/2016 0:00:00,"MBO","FMMP2016",7.5,80.00,,,,0,,4.5
8/27/2016 0:00:00,"MBO","FMMP2016",15.8,80.00,,,,0,,5
8/28/2016 0:00:00,"MBO","FMMP2016",23,72.00,,,,0,,4.5
8/29/2016 0:00:00,"MBO","FMMP2016",15.5,80.00,,,,0,,5
8/30/2016 0:00:00,"MBO","FMMP2016",21,80.00,,,,0,,5
8/30/2016 0:00:00,"NICH","NICHOIR",,0.00,,,,0,,
8/31/2016 0:00:00,"MBO","FMMP2016",9.8,80.00,,,,0,,5
9/1/2016 0:00:00,"MBO","FMMP2016",13.5,80.00,,,,0,,5
9/2/2016 0:00:00,"MBO","FMMP2016",9.5,80.00,,,,0,,5
9/3/2016 0:00:00,"MBO","FMMP2016",15,80.00,,,,0,,5
9/4/2016 0:00:00,"MBO","FMMP2016",21.8,80.00,,,,0,,5
9/5/2016 0:00:00,"MBO","FMMP2016",14,80.00,,,,0,,5
9/6/2016 0:00:00,"MBO","FMMP2016",23.5,80.00,,,,0,,5
9/7/2016 0:00:00,"MBO","FMMP2016",18,80.00,,,,0,,5
9/8/2016 0:00:00,"MBO","FMMP2016",12.5,80.00,,,,0,,5
9/9/2016 0:00:00,"MBO","FMMP2016",15.5,80.00,,,,0,,5
9/10/2016 0:00:00,"MBO","FMMP2016",21.2,80.00,,,,0,,5
9/11/2016 0:00:00,"MBO","FMMP2016",2,0.00,,,,,,1.5
9/12/2016 0:00:00,"MBO","FMMP2016",19.5,80.00,,,,0,,5
9/13/2016 0:00:00,"MBO","FMMP2016",26.5,80.00,,,,0,,5
9/14/2016 0:00:00,"MBO","FMMP2016",9.2,56.00,,,,,,4.5
9/15/2016 0:00:00,"MBO","FMMP2016",21.5,80.00,,,,0,,5
9/16/2016 0:00:00,"MBO","FMMP2016",9,80.00,,,,0,,5
9/17/2016 0:00:00,"MBO","FMMP2016",18,80.00,,,,0,,5
9/18/2016 0:00:00,"MBO","FMMP2016",17.5,80.00,,,,0,,5
9/19/2016 0:00:00,"MBO","FMMP2016",16.2,80.00,,,,0,,5
9/20/2016 0:00:00,"MBO","FMMP2016",21.2,80.00,,,,0,,5
9/21/2016 0:00:00,"MBO","FMMP2016",16,80.00,,,,0,,5
9/22/2016 0:00:00,"MBO","FMMP2016",15,80.00,,,,0,,5
9/23/2016 0:00:00,"MBO","FMMP2016",19.5,42.56,,,,0,,4
9/24/2016 0:00:00,"MBO","FMMP2016",22.2,80.00,,,,0,,5
9/25/2016 0:00:00,"MBO","FMMP2016",17.8,80.00,,,,0,,5
9/26/2016 0:00:00,"MBO","FMMP2016",15,80.00,,,,0,,5
9/26/2016 0:00:00,"MBO","OWLS2016",,45.50,,,,0,,
9/27/2016 0:00:00,"MBO","FMMP2016",24.2,80.00,,,,0,,5
9/27/2016 0:00:00,"MBO","OWLS2016",,112.00,,,,0,,
9/28/2016 0:00:00,"MBO","FMMP2016",14.5,80.00,,,,0,,5
9/28/2016 0:00:00,"MBO","OWLS2016",,112.00,,,,0,,
9/29/2016 0:00:00,"MBO","FMMP2016",11.5,80.00,,,,0,,5
9/29/2016 0:00:00,"MBO","OWLS2016",,112.00,,,,0,,
9/30/2016 0:00:00,"MBO","FMMP2016",10.8,80.00,,,,0,,5
9/30/2016 0:00:00,"MBO","OWLS2016",,112.00,,,,0,,
10/1/2016 0:00:00,"MBO","FMMP2016",17.2,72.00,,,,0,,4.5
10/1/2016 0:00:00,"MBO","OWLS2016",,112.00,,,,0,,
10/2/2016 0:00:00,"MBO","FMMP2016",26,72.00,,,,0,,4.5
10/2/2016 0:00:00,"MBO","OWLS2016",,112.00,,,,0,,
10/3/2016 0:00:00,"MBO","FMMP2016",20.5,80.00,,,,0,,5
10/3/2016 0:00:00,"MBO","OWLS2016",,115.50,,,,0,,
10/4/2016 0:00:00,"MBO","FMMP2016",22.8,80.00,,,,0,,5
10/4/2016 0:00:00,"MBO","OWLS2016",,115.50,,,,0,,
10/5/2016 0:00:00,"MBO","FMMP2016",,80.00,,,,0,,3
10/5/2016 0:00:00,"MBO","OWLS2016",,115.50,,,,0,,
10/6/2016 0:00:00,"MBO","FMMP2016",15.8,80.00,,,,0,,5
10/6/2016 0:00:00,"MBO","OWLS2016",,115.50,,,,0,,
10/7/2016 0:00:00,"MBO","FMMP2016",13,80.00,,,,0,,5
10/7/2016 0:00:00,"MBO","OWLS2016",,115.50,,,,0,,
10/8/2016 0:00:00,"MBO","FMMP2016",1.8,0.00,,,,,,1.5
10/8/2016 0:00:00,"MBO","OWLS2016",,115.50,,,,0,,
10/9/2016 0:00:00,"MBO","FMMP2016",20.8,80.00,,,,0,,5
10/9/2016 0:00:00,"MBO","OWLS2016",,115.50,,,,0,,
10/10/2016 0:00:00,"MBO","FMMP2016",22.8,80.00,,,,0,,5
10/10/2016 0:00:00,"MBO","OWLS2016",,119.00,,,,0,,
10/11/2016 0:00:00,"MBO","FMMP2016",20,80.00,,,,0,,5
10/11/2016 0:00:00,"MBO","OWLS2016",,119.00,,,,0,,
10/12/2016 0:00:00,"MBO","FMMP2016",22.2,80.00,,,,0,,5
10/12/2016 0:00:00,"MBO","OWLS2016",,56.00,,,,0,,
10/13/2016 0:00:00,"MBO","FMMP2016",8.8,40.00,,,,0,,3.5
10/13/2016 0:00:00,"MBO","OWLS2016",,119.00,,,,0,,
10/14/2016 0:00:00,"MBO","FMMP2016",11.5,80.00,,,,0,,5
10/14/2016 0:00:00,"MBO","OWLS2016",,119.00,,,,0,,
10/15/2016 0:00:00,"MBO","FMMP2016",16.5,80.00,,,,0,,5
10/15/2016 0:00:00,"MBO","OWLS2016",,56.00,,,,0,,
10/16/2016 0:00:00,"MBO","FMMP2016",12.5,32.00,,,,0,,4
10/16/2016 0:00:00,"MBO","OWLS2016",,35.00,,,,0,,
10/17/2016 0:00:00,"MBO","FMMP2016",20.8,65.00,,,,0,,4.5
10/18/2016 0:00:00,"MBO","FMMP2016",11,42.00,,,,0,,4
10/19/2016 0:00:00,"MBO","FMMP2016",22.2,80.00,,,,0,,5
10/19/2016 0:00:00,"MBO","OWLS2016",,126.00,,,,0,,
10/20/2016 0:00:00,"MBO","FMMP2016",13.5,72.00,,,,0,,4.5
10/21/2016 0:00:00,"MBO","FMMP2016",,,,,,,,1
10/22/2016 0:00:00,"MBO","FMMP2016",2.5,0.00,,,,,,1.5
10/23/2016 0:00:00,"MBO","FMMP2016",4.5,0.00,,,,,,2
10/23/2016 0:00:00,"MBO","OWLS2016",,126.00,,,,0,,
10/24/2016 0:00:00,"MBO","FMMP2016",9,56.00,,,,0,,4.5
10/24/2016 0:00:00,"MBO","OWLS2016",,129.50,,,,0,,
10/25/2016 0:00:00,"MBO","FMMP2016",13.5,64.00,,,,0,,4.5
10/25/2016 0:00:00,"MBO","OWLS2016",,129.50,,,,0,,
10/26/2016 0:00:00,"MBO","FMMP2016",13.2,80.00,,,,0,,5
10/26/2016 0:00:00,"MBO","OWLS2016",,129.50,,,,0,,
10/27/2016 0:00:00,"MBO","FMMP2016",19,80.00,,,,0,,5
10/28/2016 0:00:00,"MBO","FMMP2016",4.8,0.00,,,,,,2
10/28/2016 0:00:00,"MBO","OWLS2016",,129.50,,,,0,,
10/29/2016 0:00:00,"MBO","FMMP2016",8.2,20.00,,,,0,,3
10/29/2016 0:00:00,"MBO","OWLS2016",,129.50,,,,0,,
10/30/2016 0:00:00,"MBO","FMMP2016",17.5,80.00,,,,0,,5
10/30/2016 0:00:00,"MBO","OWLS2016",,129.50,,,,0,,
10/31/2016 0:00:00,"MBO","FMMP2016",,80.00,,,,0,,3
10/31/2016 0:00:00,"MBO","OWLS2016",,133.00,,,,0,,
11/1/2016 0:00:00,"MBO","FMMP2016",14,72.00,,,,0,,4.5
11/2/2016 0:00:00,"MBO","FMMP2016",16.2,80.00,,,,0,,5
11/2/2016 0:00:00,"MBO","OWLS2016",,133.00,,,,0,,
11/3/2016 0:00:00,"MBO","FMMP2016",1.8,20.00,,,,0,,2
11/3/2016 0:00:00,"MBO","OWLS2016",,14.00,,,,0,,
11/4/2016 0:00:00,"MBO","FMMP2016",13.2,80.00,,,,0,,5
11/4/2016 0:00:00,"MBO","OWLS2016",,130.62,,,,0,,
11/5/2016 0:00:00,"MBO","FMMP2016",,56.00,,,,0,,2.5
11/5/2016 0:00:00,"MBO","OWLS2016",,64.12,,,,0,,
11/6/2016 0:00:00,"MBO","FMMP2016",23,80.00,,,,0,,5
11/6/2016 0:00:00,"MBO","OWLS2016",,131.74,,,,0,,
11/8/2016 0:00:00,"MBO","WINTER2016-17",11,12.00,,,,0,,
11/10/2016 0:00:00,"MBO","WINTER2016-17",9.2,9.00,,,,0,,
11/14/2016 0:00:00,"MBO","WINTER2016-17",4.5,9.00,,,,0,,
11/17/2016 0:00:00,"MBO","WINTER2016-17",5,9.00,,,,0,,
11/18/2016 0:00:00,"MBO","WINTER2016-17",1.5,7.50,,,,0,,
11/24/2016 0:00:00,"MBO","WINTER2016-17",5,7.50,,,,0,,
11/27/2016 0:00:00,"MBO","WINTER2016-17",,,,,,,,
11/28/2016 0:00:00,"MBO","WINTER2016-17",4,10.50,,,,0,,
11/30/2016 0:00:00,"MBO","WINTER2016-17",3,9.75,,,,0,,
12/5/2016 0:00:00,"MBO","WINTER2016-17",,,,,,,,
12/6/2016 0:00:00,"MBO","WINTER2016-17",4,10.50,,,,0,,
12/19/2016 0:00:00,"MTCH","SNBU2016-17",,0.00,,,,0,,
12/20/2016 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
12/21/2016 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
12/22/2016 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
12/23/2016 0:00:00,"SL3R","SNBU2016-17",,0.00,,,,0,,
12/25/2016 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
12/26/2016 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
12/28/2016 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
1/1/2017 0:00:00,"MBO","WINTER2016-17",,,,,,,,
1/3/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
1/4/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
1/4/2017 0:00:00,"SL3R","SNBU2016-17",,0.00,,,,0,,
1/6/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
1/6/2017 0:00:00,"MTCH","SNBU2016-17",,0.00,,,,0,,
1/6/2017 0:00:00,"SL3R","SNBU2016-17",,0.00,,,,0,,
1/7/2017 0:00:00,"MBO","WINTER2016-17",,,,,,,,
1/7/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
1/7/2017 0:00:00,"MTCH","SNBU2016-17",,0.00,,,,0,,
1/7/2017 0:00:00,"SL3R","SNBU2016-17",,0.00,,,,0,,
1/8/2017 0:00:00,"SL3R","SNBU2016-17",,0.00,,,,0,,
1/10/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
1/10/2017 0:00:00,"SL3R","SNBU2016-17",,0.00,,,,0,,
1/14/2017 0:00:00,"MBO","WINTER2016-17",,,,,,,,
1/14/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
1/17/2017 0:00:00,"MBO","WINTER2016-17",,,,,,,,
1/22/2017 0:00:00,"MBO","WINTER2016-17",,,,,,,,
1/25/2017 0:00:00,"MBO","WINTER2016-17",,,,,,,,
1/25/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
1/25/2017 0:00:00,"MTCH","SNBU2016-17",,0.00,,,,0,,
1/26/2017 0:00:00,"BR3R","SNBU2016-17",,0.00,,,,0,,
1/26/2017 0:00:00,"MBO","WINTER2016-17",,,,,,,,
1/26/2017 0:00:00,"MTCH","SNBU2016-17",,0.00,,,,0,,
1/27/2017 0:00:00,"MTCH","SNBU2016-17",,0.00,,,,0,,
1/28/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
1/28/2017 0:00:00,"MTCH","SNBU2016-17",,0.00,,,,0,,
1/28/2017 0:00:00,"STRO","SNBU2016-17",,0.00,,,,0,,
1/29/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
1/29/2017 0:00:00,"MTCH","SNBU2016-17",,0.00,,,,0,,
1/30/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
1/30/2017 0:00:00,"MTCH","SNBU2016-17",,0.00,,,,0,,
1/31/2017 0:00:00,"MTCH","SNBU2016-17",,0.00,,,,0,,
1/31/2017 0:00:00,"STRO","SNBU2016-17",,0.00,,,,0,,
2/1/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
2/1/2017 0:00:00,"MTCH","SNBU2016-17",,0.00,,,,0,,
2/2/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
2/2/2017 0:00:00,"MTCH","SNBU2016-17",,0.00,,,,0,,
2/2/2017 0:00:00,"STRO","SNBU2016-17",,0.00,,,,0,,
2/3/2017 0:00:00,"MBO","WINTER2016-17",,,,,,,,
2/3/2017 0:00:00,"MTCH","SNBU2016-17",,0.00,,,,0,,
2/4/2017 0:00:00,"MTCH","SNBU2016-17",,0.00,,,,0,,
2/5/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
2/5/2017 0:00:00,"MTCH","SNBU2016-17",,0.00,,,,0,,
2/6/2017 0:00:00,"MBO","WINTER2016-17",,,,,,,,
2/6/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
2/6/2017 0:00:00,"MTCH","SNBU2016-17",,0.00,,,,0,,
2/7/2017 0:00:00,"MBO","WINTER2016-17",,,,,,,,
2/7/2017 0:00:00,"MTCH","SNBU2016-17",,0.00,,,,0,,
2/8/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
2/9/2017 0:00:00,"MBO","WINTER2016-17",,,,,,,,
2/9/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
2/9/2017 0:00:00,"MTCH","SNBU2016-17",,0.00,,,,0,,
2/10/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
2/10/2017 0:00:00,"STRO","SNBU2016-17",,0.00,,,,0,,
2/11/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
2/11/2017 0:00:00,"MTCH","SNBU2016-17",,0.00,,,,0,,
2/12/2017 0:00:00,"MBO","WINTER2016-17",,,,,,,,
2/12/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
2/12/2017 0:00:00,"MTCH","SNBU2016-17",,0.00,,,,0,,
2/14/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
2/14/2017 0:00:00,"MTCH","SNBU2016-17",,0.00,,,,0,,
2/15/2017 0:00:00,"MBO","WINTER2016-17",,,,,,,,
2/15/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
2/16/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
2/16/2017 0:00:00,"MTCH","SNBU2016-17",,0.00,,,,0,,
2/17/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
2/17/2017 0:00:00,"MTCH","SNBU2016-17",,0.00,,,,0,,
2/18/2017 0:00:00,"MBO","WINTER2016-17",,,,,,,,
2/18/2017 0:00:00,"MTCH","SNBU2016-17",,0.00,,,,0,,
2/19/2017 0:00:00,"MTCH","SNBU2016-17",,0.00,,,,0,,
2/20/2017 0:00:00,"MBO","WINTER2016-17",,,,,,,,
2/21/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
2/24/2017 0:00:00,"MBO","WINTER2016-17",,,,,,,,
2/26/2017 0:00:00,"BR3R","SNBU2016-17",,0.00,,,,0,,
2/27/2017 0:00:00,"MBO","WINTER2016-17",,,,,,,,
2/27/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
3/2/2017 0:00:00,"MBO","WINTER2016-17",,,,,,,,
3/5/2017 0:00:00,"MBO","WINTER2016-17",,,,,,,,
3/7/2017 0:00:00,"BR3R","SNBU2016-17",,0.00,,,,0,,
3/11/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
3/12/2017 0:00:00,"MBO","WINTER2016-17",,,,,,,,
3/12/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
3/14/2017 0:00:00,"MBO","WINTER2016-17",,,,,,,,
3/15/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
3/16/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
3/17/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
3/17/2017 0:00:00,"MTCH","SNBU2016-17",,0.00,,,,0,,
3/18/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
3/18/2017 0:00:00,"MTCH","SNBU2016-17",,0.00,,,,0,,
3/19/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
3/19/2017 0:00:00,"MTCH","SNBU2016-17",,0.00,,,,0,,
3/20/2017 0:00:00,"MBO","WINTER2016-17",,,,,,,,
3/20/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
3/21/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
3/22/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
3/23/2017 0:00:00,"MBO","WINTER2016-17",,,,,,,,
3/23/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
3/24/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
3/25/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
3/26/2017 0:00:00,"MBO","WINTER2016-17",,,,,,,,
3/26/2017 0:00:00,"MIR","SNBU2016-17",,0.00,,,,0,,
3/28/2017 0:00:00,"MBO","SMMP2017",,,,,,,,1
3/29/2017 0:00:00,"MBO","SMMP2017",,,,,,,,1
3/30/2017 0:00:00,"MBO","SMMP2017",,,,,,,,1
3/31/2017 0:00:00,"MBO","SMMP2017",,,,,,,,1
4/1/2017 0:00:00,"MBO","SMMP2017",,,,,,,,1
4/2/2017 0:00:00,"MBO","SMMP2017",,,,,,,,1
4/3/2017 0:00:00,"MBO","SMMP2017",,,,,,,,1
4/4/2017 0:00:00,"MBO","SMMP2017",,,,,,,,1
4/5/2017 0:00:00,"MBO","SMMP2017",,,,,,,,1
4/6/2017 0:00:00,"MBO","SMMP2017",,,,,,,,1
4/7/2017 0:00:00,"MBO","SMMP2017",,,,,,,,1
4/8/2017 0:00:00,"MBO","SMMP2017",,,,,,,,1
4/9/2017 0:00:00,"MBO","SMMP2017",,,,,,,,1
4/10/2017 0:00:00,"MBO","SMMP2017",,,,,,,,1
4/11/2017 0:00:00,"MBO","SMMP2017",,,,,,,,1
4/12/2017 0:00:00,"MBO","SMMP2017",,,,,,,,1
4/13/2017 0:00:00,"MBO","SMMP2017",,,,,,,,1
4/13/2017 0:00:00,"SLFL","SNBU2016-17",,0.00,,,,0,,
4/14/2017 0:00:00,"MBO","SMMP2017",,,,,,,,1
4/15/2017 0:00:00,"MBO","SMMP2017",,,,,,,,1
4/16/2017 0:00:00,"MBO","SMMP2017",,,,,,,,1
4/17/2017 0:00:00,"MBO","SMMP2017",,,,,,,,1
4/18/2017 0:00:00,"MBO","SMMP2017",21,75.00,,,,0,,5
4/18/2017 0:00:00,"SLFL","SNBU2016-17",,0.00,,,,0,,
4/19/2017 0:00:00,"MBO","SMMP2017",17.8,75.00,,,,0,,5
4/20/2017 0:00:00,"MBO","SMMP2017",23.8,75.00,,,,0,,5
4/21/2017 0:00:00,"MBO","SMMP2017",1.5,0.00,,,,,,1.5
4/22/2017 0:00:00,"MBO","SMMP2017",13,63.75,,,,0,,4.5
4/23/2017 0:00:00,"MBO","SMMP2017",20.8,75.00,,,,0,,5
4/24/2017 0:00:00,"MBO","SMMP2017",23.5,75.00,,,,0,,5
4/25/2017 0:00:00,"MBO","SMMP2017",23.5,75.00,,,,0,,5
4/26/2017 0:00:00,"MBO","SMMP2017",11,30.00,,,,0,,4
4/27/2017 0:00:00,"MBO","SMMP2017",16.5,75.00,,,,0,,5
4/28/2017 0:00:00,"MBO","SMMP2017",7.2,75.00,,,,0,,4.5
4/29/2017 0:00:00,"MBO","SMMP2017",13.2,75.00,,,,0,,5
4/30/2017 0:00:00,"MBO","SMMP2017",,75.00,,,,0,,3
5/1/2017 0:00:00,"MBO","SMMP2017",1.5,,,,,,,1.5
5/2/2017 0:00:00,"MBO","SMMP2017",9.5,75.00,,,,0,,5
5/3/2017 0:00:00,"MBO","SMMP2017",12.5,63.75,,,,0,,4.5
5/4/2017 0:00:00,"MBO","SMMP2017",17.5,75.00,,,,0,,5
5/5/2017 0:00:00,"MBO","SMMP2017",1.5,,,,,,,1.5
5/6/2017 0:00:00,"MBO","SMMP2017",8.8,56.25,,,,0,,4
5/7/2017 0:00:00,"MBO","SMMP2017",6,16.50,,,,0,,3
5/8/2017 0:00:00,"MBO","SMMP2017",7.8,71.25,,,,0,,4
5/9/2017 0:00:00,"MBO","SMMP2017",12.5,75.00,,,,0,,5
5/10/2017 0:00:00,"MBO","SMMP2017",13.8,75.00,,,,0,,5
5/11/2017 0:00:00,"MBO","SMMP2017",13,75.00,,,,0,,5
5/12/2017 0:00:00,"MBO","SMMP2017",20,80.00,,,,0,,5
5/13/2017 0:00:00,"MBO","SMMP2017",8.8,80.00,,,,0,,4.5
